centris_no,url,area,address,city,province,property_type,price,bedrooms,bathrooms,living_area_sqft,lot_area_sqft,year_built,parking,latitude,longitude,description,scraped_at
27085681,https://www.centris.ca/fr/condo~a-vendre~montreal-lachine/27085681,Montréal (Île),"2264, Rue Victoria, app. 3
Montréal (Lachine)",,QC,Condo à vendre,309000,,,,,,,,,,2026-05-22T15:08:12
11990685,https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/11990685,Montréal (Île),"385, Rue Saint-Martin, app. 416
Montréal (Le Sud-Ouest)",,QC,Condo à vendre,459000,,,,,,,,,,2026-05-22T15:08:12
13662710,https://www.centris.ca/fr/maison~a-vendre~montreal-saint-laurent/13662710,Montréal (Île),"886, Rue Hocquart
Montréal (Saint-Laurent)",,QC,Maison à vendre,1089000,,,,,,,,,,2026-05-22T15:08:12
22454341,https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/22454341,Montréal (Île),"1210, Rue Jeanne-Mance, app. 2810
Montréal (Ville-Marie)",,QC,Condo à vendre,449900,,,,,,,,,,2026-05-22T15:08:12
20815170,https://www.centris.ca/fr/condo~a-vendre~montreal-saint-laurent/20815170,Montréal (Île),"3000, boulevard Thimens, app. 612
Montréal (Saint-Laurent)",,QC,Condo à vendre,569000,,,,,,,,,,2026-05-22T15:08:13
13142870,https://www.centris.ca/fr/maison~a-vendre~montreal-l-ile-bizard-sainte-genevieve/13142870,Montréal (Île),"18, Terrasse Pagé
Montréal (L'Île-Bizard/Sainte-Geneviève)",,QC,Maison à vendre,3998000,,,,,,,,,,2026-05-22T15:08:13
9221280,https://www.centris.ca/fr/maison~a-vendre~montreal-saint-laurent/9221280,Montréal (Île),"2084, Avenue De Saint-Exupéry
Montréal (Saint-Laurent)",,QC,Maison à vendre,888000,,,,,,,,,,2026-05-22T15:08:13
25285489,https://www.centris.ca/fr/condo~a-vendre~montreal-ahuntsic-cartierville/25285489,Montréal (Île),"5353, Rue Dudemaine, app. 306
Montréal (Ahuntsic-Cartierville)",,QC,Condo à vendre,369000,,,,,,,,,,2026-05-22T15:08:13
13034367,https://www.centris.ca/fr/condo~a-vendre~montreal-lasalle/13034367,Montréal (Île),"9861, boulevard LaSalle, app. 7
Montréal (LaSalle)",,QC,Condo à vendre,499999,,,,,,,,,,2026-05-22T15:08:31
25820938,https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/25820938,Montréal (Île),"455, Rue Saint-Pierre, app. 120
Montréal (Ville-Marie)",,QC,Condo à vendre,948000,,,,,,,,,,2026-05-22T15:08:31
25160737,https://www.centris.ca/fr/quintuplex~a-vendre~montreal-le-sud-ouest/25160737,Montréal (Île),"3925 - 3933, Rue Saint-Antoine Ouest
Montréal (Le Sud-Ouest)",,QC,Quintuplex à vendre,1300000,,,,,,,,,,2026-05-22T15:08:31
18846293,https://www.centris.ca/fr/maison~a-vendre~montreal-l-ile-bizard-sainte-genevieve/18846293,Montréal (Île),"223, Rue Trépanier
Montréal (L'Île-Bizard/Sainte-Geneviève)",,QC,Maison à vendre,1159000,,,,,,,,,,2026-05-22T15:08:31
20351042,https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/20351042,Montréal (Île),"3465, Chemin de la Côte-des-Neiges, app. 32
Montréal (Ville-Marie)",,QC,Condo à vendre,329000,,,,,,,,,,2026-05-22T15:08:31
13167274,https://www.centris.ca/fr/maison~a-vendre~cote-saint-luc/13167274,Montréal (Île),"5633Z, Chemin Merrimac
Côte-Saint-Luc",,QC,Maison à vendre,649000,,,,,,,,,,2026-05-22T15:08:31
28809813,https://www.centris.ca/fr/maison~a-vendre~montreal-cote-des-neiges-notre-dame-de-grace/28809813,Montréal (Île),"4180, Avenue Beaconsfield
Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)",,QC,Maison à vendre,1350000,,,,,,,,,,2026-05-22T15:08:31
26176505,https://www.centris.ca/fr/duplex~a-vendre~montreal-ville-marie/26176505,Montréal (Île),"771 - 773, Rue Lusignan
Montréal (Ville-Marie)",,QC,Duplex à vendre,1800000,,,,,,,,,,2026-05-22T15:08:32
12531630,https://www.centris.ca/fr/maison~a-vendre~montreal-le-plateau-mont-royal/12531630,Montréal (Île),"4391, Avenue de l'Hôtel-de-Ville
Montréal (Le Plateau-Mont-Royal)",,QC,Maison à vendre,1748000,,,,,,,,,,2026-05-22T15:08:32
22800847,https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/22800847,Montréal (Île),"2229, Rue Sainte-Catherine Est, app. 304
Montréal (Ville-Marie)",,QC,Condo à vendre,369900,,,,,,,,,,2026-05-22T15:08:32
22051797,https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/22051797,Montréal (Île),"6847, Avenue Lamont
Montréal (Le Sud-Ouest)",,QC,Condo à vendre,449000,,,,,,,,,,2026-05-22T15:08:32
14953779,https://www.centris.ca/fr/condo~a-vendre~montreal-mercier-hochelaga-maisonneuve/14953779,Montréal (Île),"4921, Rue Sainte-Catherine Est
Montréal (Mercier/Hochelaga-Maisonneuve)",,QC,Condo à vendre,439000,,,,,,,,,,2026-05-22T15:08:32
15722682,https://www.centris.ca/fr/maison-en-copropriete~a-vendre~montreal-saint-laurent/15722682,Montréal (Île),"1989, Rue Suzanne-Coallier
Montréal (Saint-Laurent)",,QC,Maison en copropriété à vendre,769000,,,,,,,,,,2026-05-22T15:08:32
15109267,https://www.centris.ca/fr/loft-studio~a-vendre~montreal-le-sud-ouest/15109267,Montréal (Île),"100, Rue Murray, app. 418
Montréal (Le Sud-Ouest)",,QC,Loft / Studio à vendre,288000,,,,,,,,,,2026-05-22T15:08:32
24847543,https://www.centris.ca/fr/maison~a-vendre~montreal-saint-laurent/24847543,Montréal (Île),"3350, Rue Beauséjour
Montréal (Saint-Laurent)",,QC,Maison à vendre,799000,,,,,,,,,,2026-05-22T15:08:32
10648064,https://www.centris.ca/fr/condo~a-vendre~montreal-ahuntsic-cartierville/10648064,Montréal (Île),"10130, Rue Lauraine-Vaillancourt, app. 108
Montréal (Ahuntsic-Cartierville)",,QC,Condo à vendre,549000,,,,,,,,,,2026-05-22T15:08:32
21935246,https://www.centris.ca/fr/condo~a-vendre~montreal-saint-laurent/21935246,Montréal (Île),"3625, Rue Jean-Gascon, app. 303
Montréal (Saint-Laurent)",,QC,Condo à vendre,699900,,,,,,,,,,2026-05-22T15:08:32
15388881,https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/15388881,Montréal (Île),"2100, boulevard Saint-Laurent, app. 306
Montréal (Ville-Marie)",,QC,Condo à vendre,289000,,,,,,,,,,2026-05-22T15:08:33
24410041,https://www.centris.ca/fr/condo~a-vendre~pointe-claire/24410041,Montréal (Île),"244, boulevard Hymus, app. 608
Pointe-Claire",,QC,Condo à vendre,577750,,,,,,,,,,2026-05-22T15:08:33
12882309,https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/12882309,Montréal (Île),"1400, Rue Ottawa, app. 118B
Montréal (Le Sud-Ouest)",,QC,Condo à vendre,679900,,,,,,,,,,2026-05-22T15:08:33
