centris_no,url,area,address,city,province,property_type,price,bedrooms,bathrooms,living_area_sqft,lot_area_sqft,year_built,parking,latitude,longitude,description,scraped_at
,https://www.centris.ca/fr/propriete~a-vendre?q=H4sIAAAAAAAACk2MsQ6DMAxE_8UzA3NXhqqq1KFULIjBJReIaghKoBVC_HuNYGDzu7vnhTqJdKGUEnoH_0HIvIEGyt5aV-OOeccp4grfBB7aOW95gHppQnE7C4efYlkpg0PdPrg7vlgnI8JRWgcxsWCZNrtc9uBmdJrxiMaHWZXv1mv0RHQG_ehYaE3O4xwirm9e84DTPmcBrdX6B0Br93fVAAAA&v=2,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:00
,https://www.centris.ca/fr/propriete~a-vendre,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:00
,https://www.centris.ca/fr/propriete~a-vendre,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:00
,https://www.centris.ca/fr/propriete~a-vendre~canada,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:00
,https://www.centris.ca/fr/propriete~a-vendre~etats-unis,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:00
,https://www.centris.ca/fr/propriete~a-vendre~international,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:01
,https://www.centris.ca/fr/propriete~a-vendre~montreal-ile,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:01
,https://www.centris.ca/fr/propriete~a-vendre~quebec,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:01
,https://www.centris.ca/fr/propriete~a-vendre~vaudreuil-soulanges,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:01
,https://www.centris.ca/fr/propriete~a-vendre~laval,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:01
,https://www.centris.ca/fr/propriete~a-vendre~laurentides,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:01
,https://www.centris.ca/fr/propriete~a-vendre~lanaudiere,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:01
,https://www.centris.ca/fr/propriete~a-vendre~bas-saint-laurent,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:02
,https://www.centris.ca/fr/propriete~a-vendre~chaudiere-appalaches,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:02
,https://www.centris.ca/fr/propriete~a-vendre~estrie,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:02
,https://www.centris.ca/fr/propriete~a-vendre~monteregie,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:02
,https://www.centris.ca/fr/propriete~a-vendre~abitibi-temiscamingue,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:02
,https://www.centris.ca/fr/propriete~a-vendre~mauricie,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:02
,https://www.centris.ca/fr/propriete~a-vendre~outaouais,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:02
,https://www.centris.ca/fr/propriete~a-vendre~gaspesie-iles-de-la-madeleine,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:03
,https://www.centris.ca/fr/propriete~a-vendre~centre-du-quebec,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:03
,https://www.centris.ca/fr/propriete~a-vendre~nord-du-quebec,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:03
,https://www.centris.ca/fr/propriete~a-vendre~saguenay-lac-saint-jean,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:03
,https://www.centris.ca/fr/propriete~a-vendre~cote-nord,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:03
,https://www.centris.ca/fr/propriete~a-vendre~montreal-ville-marie,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:03
,https://www.centris.ca/fr/propriete~a-vendre~montreal-le-plateau-mont-royal,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:03
,https://www.centris.ca/fr/propriete~a-vendre~quebec-la-cite-limoilou,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:03
,https://www.centris.ca/fr/propriete~a-vendre~gatineau,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:04
,https://www.centris.ca/fr/propriete~a-vendre~longueuil,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:04
,https://www.centris.ca/fr/propriete~a-vendre~sherbrooke,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:04
,https://www.centris.ca/fr/propriete~a-vendre~saguenay-lac-saint-jean,Montréal (Île),,,QC,,,,,,,,,,,,2026-05-22T14:48:04
