centris_no,url,area,address,city,province,property_type,price,bedrooms,bathrooms,living_area_sqft,lot_area_sqft,year_built,parking,latitude,longitude,description,scraped_at
19038325,https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/19038325,Montréal (Île),"1485, Rue des Bassins, app. 104",Montréal (Le Sud-Ouest),QC,Condo à vendre,244500,,1,298,,2024,,45.489879,-73.562529,"Découvrez ce charmant studio de 298 pieds carrés niché au coeur du prisé quartier de Griffintown. Idéalement situé à quelques pas du centre-ville de Montréal, du canal Lachine, des universités, du REM ainsi que de tous les commerces et adresses tendance du secteur.",2026-05-22T18:28:29
16063057,https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/16063057,Montréal (Île),"1210, boulevard De Maisonneuve Ouest, app. 15B",Montréal (Ville-Marie),QC,Condo à vendre,1175000,3,2,1580,,2006,,45.49956536,-73.57576271,"Condo luxueux de 3 c.a.c au coeur du centre-ville. Unité ensoleillee du coin Nord/Ouest de 1580 pc + balcon au 15ième étage a la tour Drummond. Superbe vue panoramiques du Centre-ville et du Mont-Royal. Immeuble de prestige: Lobby en marbre somptueux, sécurité 24/7, gymnase , sauna, piscine exterieure etc...stationnement intérieur,Rangement. A ne pas manquer!",2026-05-22T18:28:29
10717802,https://www.centris.ca/fr/condo~a-vendre~montreal-le-plateau-mont-royal/10717802,Montréal (Île),"3400, Rue Fullum, app. 3",Montréal (Le Plateau-Mont-Royal),QC,Condo à vendre,350000,2,1,910,,1937,,45.533688,-73.562489,"Condo de coin de 2 chambres d'environ 900 pi² offrant une disposition fonctionnelle et des espaces de vie confortables. Aire ouverte salon/salle à manger avec planchers de bois franc et foyer central apportant caractère. Baie vitrée idéale pour un coin bureau ou lecture. Chambres situées à l'écart avec vues vers le parc et douce lumière sud-est. Bien entretenu et confortable tel quel, avec possibilité de mises à jour graduelles. Terrasse privée sur le toit avec vues dégagées et vue sur les feux d'artifice. À quelques pas du parc Lafontaine, cafés, épiceries et transports.",2026-05-22T18:28:29
12606252,https://www.centris.ca/fr/condo~a-vendre~montreal-cote-des-neiges-notre-dame-de-grace/12606252,Montréal (Île),"2372, Avenue de Hampton",Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce),QC,Condo à vendre,499000,2,2,1227,,1924,,45.46794344,-73.620132,"Emplacement de choix à NDG au coin de Hampton et Sherbrooke vous garde à proximité de tout ce dont vous avez besoin. Rénové en 2016, ce spacieux condo indivise de 1227pc à aire ouverte comprend 2CAC, chacune avec sa propre SDB attenante, une trouvaille vraiment très rare dans ce quartier. Une salle d'eau pour vos invités complète cet aménagement unique. La grande CAC principale dispose de sols chauffants en béton poli et de nombreux rangements. Rénovations de qualité selon propriétaire précédent : 2016- Cuisine, Salles de bains, Chauffage, Planchers, élec, plomberie. 2009 - Toit. 2011 - Drains",2026-05-22T18:28:29
21015253,https://www.centris.ca/fr/maison-en-copropriete~a-vendre~montreal-cote-des-neiges-notre-dame-de-grace/21015253,Montréal (Île),"2424, Avenue Brookfield",Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce),QC,Maison en copropriété à vendre,1439000,3,1,,2173,2000,,45.51439735,-73.63237068,"Située sur une paisible allée piétonne, cette élégante maison de ville bénéficie d'un emplacement ultra stratégique, à moins d'une minute de marche du REM (station déjà en opération) - un atout majeur pour les déplacements quotidiens. À proximité également du métro Acadie, du campus MIL de l'UdeM, des écoles Saint-Clément Est et Mont-Royal, ainsi que de nombreux commerces et services. Une propriété clé en main combinant qualité de vie, luminosité, rénovations récentes et accessibilité exceptionnelle - parfaite pour une famille souhaitant s'installer dans un secteur recherché, aux portes de Vil",2026-05-22T18:28:29
28363469,https://www.centris.ca/fr/maison~a-vendre~hampstead/28363469,Montréal (Île),"5606, Chemin Queen-Mary",Hampstead,QC,Maison à vendre,2150000,6,4,,10865,1919,,45.477476,-73.636358,"Un bijou à Hampstead avec de l'espace et du style. Cette propriété rare offre un espace de vie impressionnant, une allée pouvant accueillir jusqu'à 6 voitures et garages. Vous apprécierez les vastes salons et salle à manger parfaits pour recevoir; la fabuleuse cuisine avec murs de brique exposée et détails classiques. Une chambre zen spéciale, idéale pour le yoga, un bureau ou un espace créatif. Répartie sur trois étages spacieux en plus d'un sous-sol aménagé, cette maison offre un équilibre entre élégance, et emplacement. Située à proximité des écoles, elle coche toutes les cases pour ceux en",2026-05-22T18:28:29
19342424,https://www.centris.ca/fr/condo~a-vendre~montreal-verdun-ile-des-soeurs/19342424,Montréal (Île),"100, Rue André-Prévost, app. 2003",Montréal (Verdun/Île-des-Soeurs),QC,Condo à vendre,985000,2,2,1094,,2013,,45.449253,-73.560413,,2026-05-22T18:28:29
19024231,https://www.centris.ca/fr/condo~a-vendre~pointe-claire/19024231,Montréal (Île),"32, Chemin du Bord-du-Lac-Lakeshore, app. 808",Pointe-Claire,QC,Condo à vendre,618828,2,2,,,2024,,45.448145,-73.787698,"Superbe unité comprenant 2 chambres à coucher et 2 salles de bains complètes, offrant un aménagement bien pensé maximisant l'espace et le confort. Les espaces lumineux et fonctionnels conviennent parfaitement à la vie quotidienne comme aux réceptions. Inclut 1 espace de stationnement au garage.",2026-05-22T18:28:29
21824762,https://www.centris.ca/fr/condo~a-vendre~montreal-mercier-hochelaga-maisonneuve/21824762,Montréal (Île),"3080, Rue Des Ormeaux, app. 2",Montréal (Mercier/Hochelaga-Maisonneuve),QC,Condo à vendre,349900,2,1,1003,,2012,,45.60359193,-73.52736326,"Offrez-vous un quotidien où élégance, confort et emplacement de choix se conjuguent parfaitement. Ce magnifique condo de 2 chambres propose un espace de vie généreux d'environ 1000 pi², baigné de lumière naturelle grâce à une fenestration abondante. Les finis soignés, avec ses planchers chaleureux et ses touches de céramique, s'harmonisent à une cuisine au design actuel et à une salle de bain résolument tendance. En prime : un stationnement inclus pour une vie simple et pratique. Une adresse qui a tout pour séduire -- venez la découvrir en personne.",2026-05-22T18:28:29
16593302,https://www.centris.ca/fr/condo~a-vendre~montreal-ahuntsic-cartierville/16593302,Montréal (Île),"10050, Place de l'Acadie, app. 1441",Montréal (Ahuntsic-Cartierville),QC,Condo à vendre,529800,3,1,960,,2017,,45.532689,-73.680607,"CONDO de coin très ensoleillé au 14 étages . 3 Chambre,Salle de bain avec bain et douche séparés , balcon avec vue magnifique. Garage et espace de rangement. Terrasse sur le toit avec SPA et BBQ. Gym . Eau chaude inclus dans les frais de condo .Près des services.",2026-05-22T18:28:29
28784218,https://www.centris.ca/fr/quadruplex~a-vendre~montreal-montreal-nord/28784218,Montréal (Île),"6354 - 6358, Rue de Normandie",Montréal (Montréal-Nord),QC,Quadruplex à vendre,799900,1,1,,6300,1974,,45.612205,-73.614545,"Bel immeuble à usage mixte offrant un excellent potentiel d'investissement. Le rez-de-chaussée comprend un grand local commercial bien aménagé, occupé par le propriétaire et libre à l'acheteur lors de la vente. Possibilité de diviser le local en 2 espaces distincts grâce aux 2 portes déjà installées. Le 2e étage propose 3 appartements 3½ actuellement loués. Plusieurs espaces de stationnement. Immeuble bien entretenu au fil des années avec fort potentiel d'optimisation des loyers afin d'augmenter la rentabilité et la valeur. Situé près des écoles et de tous les services.",2026-05-22T18:28:46
11871242,https://www.centris.ca/fr/maison-en-copropriete~a-vendre~montreal-le-plateau-mont-royal/11871242,Montréal (Île),"4782, Rue Messier",Montréal (Le Plateau-Mont-Royal),QC,Maison en copropriété à vendre,998900,4,2,,7712,,,45.53834233,-73.5739355,"Espace Messier - Le luxe de l'espace sur le Plateau Mont-Royal. Magnifique copropriété de 1,880 p2 sur deux niveaux, situé à l'angle des rues Messier et Gilford. C'est une construction haut de gamme, composée de 12 pièces. Le rez-de-chaussée est un espace lumineux à aire ouverte, avec grande fenestration en façade. Il est composé d'un salon, d'une salle à manger et d'une cuisine à couper le souffle, plus une spacieuse chambre des maitres, avec salle de bain adjacente. Le sous-sol, offre trois chambres à coucher, une salle de jeu et une salle de bain complète. Profiter de l'exemption de TPS! Vo",2026-05-22T18:28:46
12864953,https://www.centris.ca/fr/maison-en-copropriete~a-vendre~montreal-saint-leonard/12864953,Montréal (Île),"5449, Rue J.-B.-Martineau",Montréal (Saint-Léonard),QC,Maison en copropriété à vendre,639000,4,2,,1440,2010,,45.596146,-73.618597,"Maison en rangée lumineuse et moderne, construite en 2010, dans un secteur recherché de Saint-Léonard. Aire ouverte au RDC avec salon, salle à manger menant à un patio privé, et cuisine élégante. Trois grandes chambres à l'étage et salle de bains avec douche et bain. Sous-sol aménagé avec salle familiale et salle de bain complète. Cour intime. À deux pas des écoles, parcs, services et transport!",2026-05-22T18:28:46
21202394,https://www.centris.ca/fr/maison~a-vendre~pointe-claire/21202394,Montréal (Île),"78, Avenue de Somervale Gardens",Pointe-Claire,QC,Maison à vendre,890000,4,2,,6400,1967,,45.451726,-73.820238,"Les visites commenceront samedi 9 mai. Spacieuse propriété familiale bien entretenue, située dans un secteur recherché de Pointe-Claire, à distance de marche de l'Hôpital général du Lakeshore. À proximité des parcs, écoles, commerces, transports en commun et grands axes routiers. Plusieurs mises à jour importantes effectuées dans les dernières années, offrant confort, fonctionnalité et tranquillité d'esprit.",2026-05-22T18:28:47
25723648,https://www.centris.ca/fr/condo~a-vendre~montreal-rosemont-la-petite-patrie/25723648,Montréal (Île),"5105, boulevard de l'Assomption, app. 1302",Montréal (Rosemont/La Petite-Patrie),QC,Condo à vendre,1590000,3,2,2003,,1990,,45.572155,-73.554963,"Penthouse d'exception de plus de 2000 pi² situé au 13e étage, offrant un style de vie incomparable. L'ascenseur mène directement à votre vestibule privé, assurant intimité et prestige dès l'arrivée. Cette résidence unique propose 3 chambres à coucher, 2 salles de bains et 2 espaces de stationnement au garage. Les matériaux nobles et les finitions haut de gamme se déclinent avec élégance : marbre, planchers en chevrons, mosaïque de travertin et vitraux raffinés. Une spectaculaire terrasse privative vient parfaire cet espace de vie luxueux, profitez d'une vue panoramique à couper le souffle, san",2026-05-22T18:28:47
12516933,https://www.centris.ca/fr/duplex~a-vendre~montreal-montreal-nord/12516933,Montréal (Île),"6382 - 6384, Rue Fiset",Montréal (Montréal-Nord),QC,Duplex à vendre,949000,3,2,,2929,1967,,45.615077,-73.615223,"Duplex coin de rue bien entretenu, situé dans une rue résidentielle; Il comprend deux appartements de 6,5 pièces et un sous-sol aménagé pouvant être transformé à un Studio app. Les deux étages ont une grande galerie en béton; Le R.D.C. est disponible immédiatement et le deuxième étage à partir du 30 juin. La propriété comprend également un garage et deux places de stationnement extérieures. À proximité des services, des transports en commun, des écoles, des parcs et de toutes les commodités.",2026-05-22T18:28:47
21809061,https://www.centris.ca/fr/maison~a-vendre~montreal-lasalle/21809061,Montréal (Île),"72, Avenue Athole",Montréal (LaSalle),QC,Maison à vendre,629000,3,1,,5000,1972,,45.427728,-73.656778,"Charmant bungalow de 3 chambres avec garage et salle familiale au sous-sol, une grande salle de bain et deux salles d'eau, cuisine, salle de bain et couloir récemment rénové. Une nouvelle buanderie a été aménagée au sous-sol, le revêtement de sol est neuf, et la cour arrière, clôturé et arborée, est spacieuse. Situé dans un quartier résidentiel paisible, à proximité du fleuve Saint-Laurent et des pistes cyclables, il est également à distance de marche des écoles et de la gare. Parcs, garderies et autres services sont également à proximité.",2026-05-22T18:28:47
24785010,https://www.centris.ca/fr/triplex~a-vendre~montreal-le-plateau-mont-royal/24785010,Montréal (Île),"5210 - 5214, Rue Parthenais",Montréal (Le Plateau-Mont-Royal),QC,Triplex à vendre,1298800,2,1,,2926,1949,,45.539862,-73.57931,"Triplex minutieusement entretenu se situant sur une rue à sens unique. Section de la rue entourée d'arbres et en face de l'école des métiers de la construction de Montréal, tranquillité assurée! Localisation de choix en étant très proche des rues commerciales (Laurier - Mont-Royal), Promenade Masson et des axes de circulation (de Lorimier-Papineau, du pont Jacques-Cartier). L'unité 5214 (2e étage) sera vacante car présentement occupée par le propriétaire. Cet appartement bénéficie d'un garage et d'un espace de stationnement extérieur. Grande cour aménagée et clôturée. Belle opportunité pour un",2026-05-22T18:28:47
28728905,https://www.centris.ca/fr/maison~a-vendre~montreal-cote-des-neiges-notre-dame-de-grace/28728905,Montréal (Île),"4190, Avenue Old Orchard",Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce),QC,Maison à vendre,1795000,5,2,,3279,1922,,45.475472,-73.620907,"Découvrez une maison où tranquillité, confort, élégance classique et charme intemporel rencontrent la modernité. Située sur la belle av. Old Orchard, au coeur du Village Monkland, salon lumineux, une vaste salle à manger et une grande cuisine fonctionnelle avec son îlot central, comptoir déjeuner, sont parfait pour la vie quotidienne d'une famille active. Elle offre 4 chambres et 2 SDB. Le sous-sol aménagé, avec une entrée de côté, offre une grande salle familiale et une chambre séparée ainsi qu'énormément de rangement. Grande terrasse, jardin privé. À proximité de tous les commerces, écoles, ",2026-05-22T18:28:47
28631210,https://www.centris.ca/fr/maison~a-vendre~dorval/28631210,Montréal (Île),"1295, Avenue Carson",Dorval,QC,Maison à vendre,899000,4,2,,6005,1962,,45.444971,-73.755533,"Bienvenue dans cette magnifique propriété située dans le secteur très recherché de Dorval Sud! Emplacement idéal à proximité de tous les services : écoles, parcs, épiceries, transport en commun et accès rapide aux autoroutes. Le rez-de-chaussée offre un espace de vie à aire ouverte réunissant salon, salle à manger et cuisine. À l'étage, vous trouverez quatre chambres de bonnes dimensions ainsi que deux salles de bains complètes. Le sous-sol partiellement aménagé offre un beau potentiel d'aménagement. Une opportunité à ne pas manquer!",2026-05-22T18:28:47
22886196,https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/22886196,Montréal (Île),"1390, Rue du Fort, app. 1812",Montréal (Ville-Marie),QC,Condo à vendre,435000,2,1,753,,2015,,45.491654,-73.581434,"L'unité sur coin au 18e étage des Xact Condo incarne un style urbain chic et moderne; beaucoup de fenetrations, avec une vue impeccable. Offrant 2 Chambres et 1 salle de bain, l'unité comprend un rangement privé et les frais de condo incluent l'électricité, le chauffage, l'eau chaude et la climatisation.Grâce à son emplacement privilégié, à quelques pas des stations de métro Atwater et Georges-Vanier, de Concordia et de Collage Lasalle. Représente parfaitement l'art de vivre au coeur de la vill.",2026-05-22T18:28:47
14238788,https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/14238788,Montréal (Île),"1020, Rue de la Montagne, app. 3601",Montréal (Ville-Marie),QC,Condo à vendre,709442,2,2,,,2024,,45.49589,-73.57085,"Solstice est un immeuble prestigieux situé en plein coeur du centre-ville de Montréal, sur la rue de la Montagne. L'unité offre de grandes baies vitrées du sol au plafond avec des vues imprenables, ainsi que des équipements haut de gamme. La propriété offre un accès facile aux transports en commun, aux magasins, aux restaurants et se trouve à distance de marche des commodités de la rue Sainte-Catherine et des événements du centre-ville de Montréal.",2026-05-22T18:28:47
12879881,https://www.centris.ca/fr/terrain~a-vendre~montreal-le-plateau-mont-royal/12879881,Montréal (Île),"4634, boulevard Saint-Laurent",Montréal (Le Plateau-Mont-Royal),QC,Terrain à vendre,2475000,,,,7240,,,45.52143565,-73.58872951,Terrain permettant la construction de projet immobilier dans un secteur hautement recherché. Situé en plein coeur du Mile End,2026-05-22T18:28:47
11826862,https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/11826862,Montréal (Île),"1550, Rue des Bassins, app. 531",Montréal (Le Sud-Ouest),QC,Condo à vendre,469000,1,1,584,,2020,,45.488825,-73.562131,"Magnifique condo d'une chambre à coucher et une salle de bain à vendre au coeur de Griffintown, offrant un parfait équilibre entre confort, style de vie et emplacement. L'unité comprend un espace de stationnement intérieur au garage ainsi qu'un rangement privé pour plus de commodité. Les résidents profitent d'aires communes exceptionnelles, incluant une piscine sur le toit avec espace BBQ, des lounges élégants, un gym entièrement équipé, ainsi qu'un terrain de basketball, un atout très rare. Situé à proximité du bord du Canal Lachine, à quelques pas des restaurants, cafés, parcs et de tout ce ",2026-05-22T18:28:47
19479157,https://www.centris.ca/fr/condo~a-vendre~cote-saint-luc/19479157,Montréal (Île),"5873, Rue David-Lewis",Côte-Saint-Luc,QC,Condo à vendre,739000,3,2,1708,,1990,,45.48854625,-73.65374028,,2026-05-22T18:28:47
13745204,https://www.centris.ca/fr/maison~a-vendre~montreal-le-plateau-mont-royal/13745204,Montréal (Île),"4282, Rue Saint-Christophe",Montréal (Le Plateau-Mont-Royal),QC,Maison à vendre,399000,1,1,,,,,45.5245618,-73.57764129,"Produit rare sur le Plateau-Mont-Royal : garage double avec loft résidentiel à l'étage, une configuration unique offrant un fort potentiel de mise en valeur. Bâtiment au volume intéressant, idéal pour acheteur visionnaire souhaitant créer un espace de vie distinctif, atelier ou projet à usage mixte. Deux portes de garage, typologie peu commune et valeur ajoutée du stationnement/garage dans un secteur où ce type de propriété est exceptionnellement rare. Une opportunité avec potentiel réel de requalification dans l'un des quartiers les plus recherchés de Montréal",2026-05-22T18:28:47
16557724,https://www.centris.ca/fr/condo~a-vendre~westmount/16557724,Montréal (Île),"215, Avenue Redfern, app. 501",Westmount,QC,Condo à vendre,3995000,3,2,2578,,2015,,45.483732,-73.591229,"Magnifique appartement d'angle situé dans les Westmount Flats, dans un immeuble avec services, à deux pas de l'avenue Greene. Choisi par le promoteur pour sa résidence personnelle, ce condo ensoleillé de 3 chambres a été entièrement personnalisé par un designer de renom, offrant un niveau de luxe rare. Superbe aire ouverte avec hauts plafonds et grandes baies vitrées. Suite principale avec vaste salle de bains attenante et dressings pour elle et lui. Armoires de cuisine et de salle de bains sur mesure. Terrasse sud-ouest avec barbecue, stores électriques et 2 stationnements intérieurs et 2 gra",2026-05-22T18:28:47
23730672,https://www.centris.ca/fr/condo~a-vendre~montreal-verdun-ile-des-soeurs/23730672,Montréal (Île),"100, Rue André-Prévost, app. 813",Montréal (Verdun/Île-des-Soeurs),QC,Condo à vendre,568000,2,1,874,,2013,,45.44918526,-73.56028425,"Au Symphonia - Remarquable condo, fenestré et lumineux offrant 2 chambres et 1 sdb (bain/douche séparé), avec espace de vie ouvert et convivial. Ce condo fenestré et lumineux, et ou les détails sont importants, saura vous combler lors vos réunions familiales ou entre amis. Outre l'espace de vie fort pertinent, vous serez admiratif devant la chambre principale de belles dimensions. Il y a également une 2e chambre de bonnes dimensions, sans garde-robe vous permettant un aménagement optimal selon vos besoins (chambre, bureau, etc). À noter, le balcon est spacieux et offre une vue sur le golf. Sta",2026-05-22T18:28:47
15430803,https://www.centris.ca/fr/triplex~a-vendre~hampstead/15430803,Montréal (Île),"62 - 64, Rue Holtham",Hampstead,QC,Triplex à vendre,2150000,3,2,,7394,1971,,45.47614,-73.649086,"Première mise en marché. Triplex détaché situé sur une rue paisible et bordée d'arbres à Hampstead - l'une des municipalités les plus stables et recherchées de Montréal. Unités lumineuses et spacieuses avec climatisation centrale. Grand garage privé ainsi que stationnement dans l'allée. Immeuble exceptionnellement bien entretenu et soigneusement maintenu au fil des ans. Idéal pour un investisseur ou un propriétaire-occupant à la recherche d'une valeur à long terme. À proximité de parcs, d'écoles réputées, des transports en commun et de toutes les commodités du quotidien.",2026-05-22T18:28:47
11403361,https://www.centris.ca/fr/maison~a-vendre~montreal-pierrefonds-roxboro/11403361,Montréal (Île),"5273, Rue de Provence",Montréal (Pierrefonds-Roxboro),QC,Maison à vendre,849500,5,2,,5849,1986,,45.51378383,-73.84685536,"Spacieuse et impeccable, cette maison prête à emménager offre 5 chambres généreuses, idéales pour les familles nombreuses ou pour des besoins d'aménagement flexibles. Avec deux salons confortables, vous y trouverez amplement d'espace pour vous détendre ou recevoir. Deux salles de bain complètes vous offrent un confort optimal. Profitez d'une intimité accrue grâce à l'absence de voisins à l'arrière, créant ainsi un cadre extérieur paisible et tranquille. La propriété est propre, lumineuse et disponible immédiatement. Située dans un quartier calme et familial, cette maison allie espace, confort ",2026-05-22T18:28:47
